Nacional	Comunidades y Ciudades Autónomas	Covid-19	Sexo	Edad	Total
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Hombres	De 60 a 64 años	2
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Hombres	De 65 a 69 años	8
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Hombres	De 70 a 74 años	7
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Hombres	De 75 a 79 años	8
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Hombres	De 80 a 84 años	12
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Hombres	De 85 a 89 años	31
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Hombres	De 90 a 94 años	34
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Hombres	95 y más años	7
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	Total	174
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 0 a 49 años	1
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 50 a 54 años	..
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 55 a 59 años	2
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 60 a 64 años	..
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 65 a 69 años	..
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 70 a 74 años	3
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 75 a 79 años	16
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 80 a 84 años	22
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 85 a 89 años	49
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 90 a 94 años	52
Total nacional	Aragón	Covid-19 Virus no identificado (sospechoso)	Mujeres	95 y más años	29
Total nacional	Aragón	Otras causas	Total	Total	13.738
Total nacional	Aragón	Otras causas	Total	De 0 a 49 años	395
Total nacional	Aragón	Otras causas	Total	De 50 a 54 años	254
Total nacional	Aragón	Otras causas	Total	De 55 a 59 años	409
Total nacional	Aragón	Otras causas	Total	De 60 a 64 años	534
Total nacional	Aragón	Otras causas	Total	De 65 a 69 años	684
Total nacional	Aragón	Otras causas	Total	De 70 a 74 años	1.018
Total nacional	Aragón	Otras causas	Total	De 75 a 79 años	1.273
Total nacional	Aragón	Otras causas	Total	De 80 a 84 años	1.842
Total nacional	Aragón	Otras causas	Total	De 85 a 89 años	3.040
Total nacional	Aragón	Otras causas	Total	De 90 a 94 años	2.764
Total nacional	Aragón	Otras causas	Total	95 y más años	1.525
Total nacional	Aragón	Otras causas	Hombres	Total	6.767
Total nacional	Aragón	Otras causas	Hombres	De 0 a 49 años	261
Total nacional	Aragón	Otras causas	Hombres	De 50 a 54 años	160
Total nacional	Aragón	Otras causas	Hombres	De 55 a 59 años	280
Total nacional	Aragón	Otras causas	Hombres	De 60 a 64 años	371
Total nacional	Aragón	Otras causas	Hombres	De 65 a 69 años	456
Total nacional	Aragón	Otras causas	Hombres	De 70 a 74 años	700
Total nacional	Aragón	Otras causas	Hombres	De 75 a 79 años	754
Total nacional	Aragón	Otras causas	Hombres	De 80 a 84 años	960
Total nacional	Aragón	Otras causas	Hombres	De 85 a 89 años	1.355
Total nacional	Aragón	Otras causas	Hombres	De 90 a 94 años	1.046
Total nacional	Aragón	Otras causas	Hombres	95 y más años	424
Total nacional	Aragón	Otras causas	Mujeres	Total	6.971
Total nacional	Aragón	Otras causas	Mujeres	De 0 a 49 años	134
Total nacional	Aragón	Otras causas	Mujeres	De 50 a 54 años	94
Total nacional	Aragón	Otras causas	Mujeres	De 55 a 59 años	129
Total nacional	Aragón	Otras causas	Mujeres	De 60 a 64 años	163
Total nacional	Aragón	Otras causas	Mujeres	De 65 a 69 años	228
Total nacional	Aragón	Otras causas	Mujeres	De 70 a 74 años	318
Total nacional	Aragón	Otras causas	Mujeres	De 75 a 79 años	519
Total nacional	Aragón	Otras causas	Mujeres	De 80 a 84 años	882
Total nacional	Aragón	Otras causas	Mujeres	De 85 a 89 años	1.685
Total nacional	Aragón	Otras causas	Mujeres	De 90 a 94 años	1.718
Total nacional	Aragón	Otras causas	Mujeres	95 y más años	1.101
Total nacional	Asturias, Principado de	Total	Total	Total	14.578
Total nacional	Asturias, Principado de	Total	Total	De 0 a 49 años	324
Total nacional	Asturias, Principado de	Total	Total	De 50 a 54 años	238
Total nacional	Asturias, Principado de	Total	Total	De 55 a 59 años	424
Total nacional	Asturias, Principado de	Total	Total	De 60 a 64 años	622
Total nacional	Asturias, Principado de	Total	Total	De 65 a 69 años	838
Total nacional	Asturias, Principado de	Total	Total	De 70 a 74 años	1.119
Total nacional	Asturias, Principado de	Total	Total	De 75 a 79 años	1.405
Total nacional	Asturias, Principado de	Total	Total	De 80 a 84 años	2.012
Total nacional	Asturias, Principado de	Total	Total	De 85 a 89 años	3.342
Total nacional	Asturias, Principado de	Total	Total	De 90 a 94 años	2.806
Total nacional	Asturias, Principado de	Total	Total	95 y más años	1.448
Total nacional	Asturias, Principado de	Total	Hombres	Total	7.085
Total nacional	Asturias, Principado de	Total	Hombres	De 0 a 49 años	202
Total nacional	Asturias, Principado de	Total	Hombres	De 50 a 54 años	157
Total nacional	Asturias, Principado de	Total	Hombres	De 55 a 59 años	284
Total nacional	Asturias, Principado de	Total	Hombres	De 60 a 64 años	405
Total nacional	Asturias, Principado de	Total	Hombres	De 65 a 69 años	571
Total nacional	Asturias, Principado de	Total	Hombres	De 70 a 74 años	750
Total nacional	Asturias, Principado de	Total	Hombres	De 75 a 79 años	884
Total nacional	Asturias, Principado de	Total	Hombres	De 80 a 84 años	1.054
Total nacional	Asturias, Principado de	Total	Hombres	De 85 a 89 años	1.495
Total nacional	Asturias, Principado de	Total	Hombres	De 90 a 94 años	932
Total nacional	Asturias, Principado de	Total	Hombres	95 y más años	351
Total nacional	Asturias, Principado de	Total	Mujeres	Total	7.493
Total nacional	Asturias, Principado de	Total	Mujeres	De 0 a 49 años	122
Total nacional	Asturias, Principado de	Total	Mujeres	De 50 a 54 años	81
Total nacional	Asturias, Principado de	Total	Mujeres	De 55 a 59 años	140
Total nacional	Asturias, Principado de	Total	Mujeres	De 60 a 64 años	217
Total nacional	Asturias, Principado de	Total	Mujeres	De 65 a 69 años	267
Total nacional	Asturias, Principado de	Total	Mujeres	De 70 a 74 años	369
Total nacional	Asturias, Principado de	Total	Mujeres	De 75 a 79 años	521
Total nacional	Asturias, Principado de	Total	Mujeres	De 80 a 84 años	958
Total nacional	Asturias, Principado de	Total	Mujeres	De 85 a 89 años	1.847
Total nacional	Asturias, Principado de	Total	Mujeres	De 90 a 94 años	1.874
Total nacional	Asturias, Principado de	Total	Mujeres	95 y más años	1.097
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	Total	1.513
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	De 0 a 49 años	9
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	De 50 a 54 años	10
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	De 55 a 59 años	22
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	De 60 a 64 años	48
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	De 65 a 69 años	56
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	De 70 a 74 años	116
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	De 75 a 79 años	143
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	De 80 a 84 años	246
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	De 85 a 89 años	390
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	De 90 a 94 años	325
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Total	95 y más años	148
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	Total	726
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	De 0 a 49 años	8
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	De 50 a 54 años	7
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	De 55 a 59 años	15
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	De 60 a 64 años	35
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	De 65 a 69 años	38
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	De 70 a 74 años	82
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	De 75 a 79 años	77
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	De 80 a 84 años	128
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	De 85 a 89 años	183
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	De 90 a 94 años	113
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Hombres	95 y más años	40
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	Total	787
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	De 0 a 49 años	1
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	De 50 a 54 años	3
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	De 55 a 59 años	7
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	De 60 a 64 años	13
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	De 65 a 69 años	18
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	De 70 a 74 años	34
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	De 75 a 79 años	66
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	De 80 a 84 años	118
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	De 85 a 89 años	207
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	De 90 a 94 años	212
Total nacional	Asturias, Principado de	Covid-19 Virus identificado	Mujeres	95 y más años	108
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	Total	260
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	De 0 a 49 años	1
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	De 50 a 54 años	..
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	De 55 a 59 años	3
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	De 60 a 64 años	11
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	De 65 a 69 años	8
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	De 70 a 74 años	22
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	De 75 a 79 años	25
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	De 80 a 84 años	37
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	De 85 a 89 años	71
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	De 90 a 94 años	51
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Total	95 y más años	31
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	Total	132
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 0 a 49 años	..
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 50 a 54 años	..
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 55 a 59 años	3
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 60 a 64 años	8
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 65 a 69 años	4
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 70 a 74 años	12
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 75 a 79 años	20
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 80 a 84 años	19
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 85 a 89 años	32
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 90 a 94 años	24
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Hombres	95 y más años	10
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	Total	128
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 0 a 49 años	1
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 50 a 54 años	..
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 55 a 59 años	..
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 60 a 64 años	3
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 65 a 69 años	4
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 70 a 74 años	10
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 75 a 79 años	5
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 80 a 84 años	18
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 85 a 89 años	39
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 90 a 94 años	27
Total nacional	Asturias, Principado de	Covid-19 Virus no identificado (sospechoso)	Mujeres	95 y más años	21
Total nacional	Asturias, Principado de	Otras causas	Total	Total	12.805
Total nacional	Asturias, Principado de	Otras causas	Total	De 0 a 49 años	314
Total nacional	Asturias, Principado de	Otras causas	Total	De 50 a 54 años	228
Total nacional	Asturias, Principado de	Otras causas	Total	De 55 a 59 años	399
Total nacional	Asturias, Principado de	Otras causas	Total	De 60 a 64 años	563
Total nacional	Asturias, Principado de	Otras causas	Total	De 65 a 69 años	774
Total nacional	Asturias, Principado de	Otras causas	Total	De 70 a 74 años	981
Total nacional	Asturias, Principado de	Otras causas	Total	De 75 a 79 años	1.237
Total nacional	Asturias, Principado de	Otras causas	Total	De 80 a 84 años	1.729
Total nacional	Asturias, Principado de	Otras causas	Total	De 85 a 89 años	2.881
Total nacional	Asturias, Principado de	Otras causas	Total	De 90 a 94 años	2.430
Total nacional	Asturias, Principado de	Otras causas	Total	95 y más años	1.269
Total nacional	Asturias, Principado de	Otras causas	Hombres	Total	6.227
Total nacional	Asturias, Principado de	Otras causas	Hombres	De 0 a 49 años	194
Total nacional	Asturias, Principado de	Otras causas	Hombres	De 50 a 54 años	150
Total nacional	Asturias, Principado de	Otras causas	Hombres	De 55 a 59 años	266
Total nacional	Asturias, Principado de	Otras causas	Hombres	De 60 a 64 años	362
Total nacional	Asturias, Principado de	Otras causas	Hombres	De 65 a 69 años	529
Total nacional	Asturias, Principado de	Otras causas	Hombres	De 70 a 74 años	656
Total nacional	Asturias, Principado de	Otras causas	Hombres	De 75 a 79 años	787
Total nacional	Asturias, Principado de	Otras causas	Hombres	De 80 a 84 años	907
Total nacional	Asturias, Principado de	Otras causas	Hombres	De 85 a 89 años	1.280
Total nacional	Asturias, Principado de	Otras causas	Hombres	De 90 a 94 años	795
Total nacional	Asturias, Principado de	Otras causas	Hombres	95 y más años	301
Total nacional	Asturias, Principado de	Otras causas	Mujeres	Total	6.578
Total nacional	Asturias, Principado de	Otras causas	Mujeres	De 0 a 49 años	120
Total nacional	Asturias, Principado de	Otras causas	Mujeres	De 50 a 54 años	78
Total nacional	Asturias, Principado de	Otras causas	Mujeres	De 55 a 59 años	133
Total nacional	Asturias, Principado de	Otras causas	Mujeres	De 60 a 64 años	201
Total nacional	Asturias, Principado de	Otras causas	Mujeres	De 65 a 69 años	245
Total nacional	Asturias, Principado de	Otras causas	Mujeres	De 70 a 74 años	325
Total nacional	Asturias, Principado de	Otras causas	Mujeres	De 75 a 79 años	450
Total nacional	Asturias, Principado de	Otras causas	Mujeres	De 80 a 84 años	822
Total nacional	Asturias, Principado de	Otras causas	Mujeres	De 85 a 89 años	1.601
Total nacional	Asturias, Principado de	Otras causas	Mujeres	De 90 a 94 años	1.635
Total nacional	Asturias, Principado de	Otras causas	Mujeres	95 y más años	968
Total nacional	Balears, Illes	Total	Total	Total	8.608
Total nacional	Balears, Illes	Total	Total	De 0 a 49 años	397
Total nacional	Balears, Illes	Total	Total	De 50 a 54 años	224
Total nacional	Balears, Illes	Total	Total	De 55 a 59 años	345
